EXP 1														
epoch	time	train/box_loss	train/cls_loss	train/dfl_loss	metrics/precision(B)	metrics/recall(B)	metrics/mAP50(B)	metrics/mAP50-95(B)	val/box_loss	val/cls_loss	val/dfl_loss	lr/pg0	lr/pg1	lr/pg2
9	2183.84	1.29863	3.9841	1.28563	0.73195	0.68013	0.74766	0.53811	1.09656	3.28323	1.46155	0.000938772	0.000938772	0.000938772
10	2423.22	1.26909	3.78681	1.26785	0.7897	0.66094	0.80034	0.58812	1.19365	3.25753	1.62467	0.000922942	0.000922942	0.000922942
11	2662.36	1.25935	3.67868	1.26706	0.72562	0.72022	0.79716	0.59016	1.09485	3.18847	1.54189	0.000905463	0.000905463	0.000905463
12	2901.64	1.23763	3.53359	1.25176	0.81112	0.63515	0.79468	0.58105	1.05599	3.02563	1.44854	0.000886404	0.000886404	0.000886404
13	3139.95	1.23497	3.43512	1.24534	0.78006	0.70246	0.82944	0.61591	1.0547	3.07009	1.44968	0.000865839	0.000865839	0.000865839
14	3378.71	1.20251	3.32167	1.23228	0.7634	0.74535	0.82706	0.59234	1.1336	3.19659	1.52847	0.000843851	0.000843851	0.000843851
15	3617.72	1.19357	3.24656	1.22791	0.7828	0.82463	0.876	0.63582	1.18046	2.6387	1.58681	0.000820525	0.000820525	0.000820525
16	3857.04	1.17549	3.1296	1.21624	0.79366	0.79191	0.8631	0.63008	1.04935	2.61417	1.41487	0.000795954	0.000795954	0.000795954
17	4096.17	1.15886	3.04297	1.20333	0.805	0.84097	0.88722	0.64717	1.1276	2.47176	1.51309	0.000770234	0.000770234	0.000770234
18	4335.82	1.16293	3.04509	1.19883	0.81038	0.78888	0.89355	0.68006	1.01355	2.91528	1.39121	0.000743468	0.000743468	0.000743468
19	4575.22	1.13525	2.89215	1.19769	0.78209	0.86212	0.90883	0.71409	0.84834	2.21887	1.25094	0.000715761	0.000715761	0.000715761
20	4814.74	1.1132	2.88141	1.1849	0.83741	0.79552	0.88464	0.66831	0.99147	2.39504	1.43032	0.000687222	0.000687222	0.000687222
21	5053.59	1.10148	2.78722	1.17817	0.84979	0.78346	0.87109	0.66653	0.97243	2.25644	1.37549	0.000657963	0.000657963	0.000657963
22	5292.73	1.08682	2.74102	1.16722	0.81923	0.85227	0.89837	0.68755	0.9796	2.49619	1.37732	0.000628101	0.000628101	0.000628101
23	5531.08	1.0622	2.68305	1.15758	0.81866	0.82836	0.89384	0.68421	0.93639	2.35235	1.33771	0.000597754	0.000597754	0.000597754
24	5771.33	1.04481	2.58797	1.14318	0.82899	0.86061	0.91782	0.7234	0.87043	2.10343	1.28992	0.00056704	0.00056704	0.00056704
25	6019.35	1.04704	2.60417	1.15397	0.85718	0.8442	0.91839	0.71845	0.88876	2.19033	1.30756	0.000536081	0.000536081	0.000536081
26	6267.58	1.02284	2.50762	1.13542	0.76574	0.87268	0.90748	0.71138	0.82952	2.14148	1.23651	0.000505	0.000505	0.000505
27	6516.1	1.02134	2.48144	1.12397	0.80379	0.88854	0.91795	0.72324	0.86873	1.96915	1.28006	0.000473919	0.000473919	0.000473919
28	6760.53	1.00327	2.40044	1.11878	0.87656	0.82397	0.91206	0.72608	0.852	1.91947	1.25975	0.00044296	0.00044296	0.00044296
29	7006.17	0.99438	2.37054	1.11374	0.88903	0.84412	0.92315	0.73763	0.90653	1.93742	1.32861	0.000412246	0.000412246	0.000412246
30	7255.09	0.98674	2.31123	1.11444	0.89266	0.87311	0.92639	0.73858	0.85066	1.82751	1.2516	0.000381899	0.000381899	0.000381899
31	7503.78	0.97616	2.30464	1.11493	0.86596	0.8668	0.93071	0.74014	0.85821	1.78422	1.26166	0.000352037	0.000352037	0.000352037
32	7752.61	0.94759	2.23604	1.09524	0.8486	0.90135	0.93201	0.75096	0.77522	1.7049	1.1763	0.000322778	0.000322778	0.000322778
33	8001.28	0.93733	2.19434	1.09435	0.85444	0.90493	0.92941	0.74253	0.8489	1.77844	1.25288	0.000294239	0.000294239	0.000294239
34	8249.38	0.92398	2.12014	1.08846	0.87012	0.89725	0.93518	0.76482	0.7399	1.67121	1.17527	0.000266532	0.000266532	0.000266532
35	8498.21	0.92762	2.12327	1.0827	0.87752	0.88411	0.93539	0.75437	0.81706	1.73419	1.21937	0.000239766	0.000239766	0.000239766
36	8744.18	0.89825	2.06192	1.06965	0.89558	0.87882	0.92791	0.76757	0.72015	1.6689	1.14606	0.000214046	0.000214046	0.000214046
37	8990.29	0.89302	2.02532	1.07045	0.88126	0.90987	0.94443	0.77544	0.77857	1.52151	1.19695	0.000189475	0.000189475	0.000189475
38	9232.94	0.89174	1.9945	1.06919	0.88723	0.90041	0.94001	0.77779	0.76198	1.56066	1.17769	0.000166149	0.000166149	0.000166149
39	9476.04	0.88622	1.96797	1.05929	0.88902	0.89176	0.93933	0.77705	0.76986	1.5996	1.18492	0.000144161	0.000144161	0.000144161
40	9717.94	0.8741	1.92074	1.06258	0.90845	0.8938	0.94263	0.79385	0.69719	1.46359	1.12108	0.000123596	0.000123596	0.000123596
41	9981.78	0.75182	1.52907	1.04555	0.85485	0.92837	0.94416	0.79035	0.71785	1.44537	1.13071	0.000104537	0.000104537	0.000104537
42	10221.5	0.73451	1.45893	1.03502	0.90003	0.90946	0.93975	0.78016	0.72653	1.42165	1.13523	8.71E-05	8.71E-05	8.71E-05
43	10460.2	0.72764	1.44139	1.03772	0.87764	0.93026	0.9493	0.79341	0.70661	1.36426	1.12844	7.12E-05	7.12E-05	7.12E-05
44	10704.5	0.71504	1.39866	1.02626	0.90238	0.91581	0.94977	0.79414	0.70466	1.34805	1.12	5.71E-05	5.71E-05	5.71E-05
45	10988.1	0.71699	1.38258	1.02704	0.90323	0.91259	0.95019	0.80189	0.68118	1.33265	1.09957	4.48E-05	4.48E-05	4.48E-05
46	11266.1	0.7045	1.35715	1.02452	0.9083	0.90827	0.94361	0.79612	0.68108	1.29521	1.09944	3.42E-05	3.42E-05	3.42E-05
47	11543.9	0.70761	1.34854	1.01788	0.90407	0.9122	0.94646	0.79996	0.67398	1.28928	1.09657	2.56E-05	2.56E-05	2.56E-05
48	11824.5	0.69884	1.33589	1.01991	0.90966	0.9098	0.9435	0.80144	0.67203	1.27831	1.09414	1.88E-05	1.88E-05	1.88E-05
49	12113.3	0.69296	1.30746	1.01264	0.90949	0.91265	0.94687	0.79993	0.65977	1.27303	1.08619	1.39E-05	1.39E-05	1.39E-05
50	12402.6	0.69004	1.30163	1.01333	0.91084	0.91502	0.95061	0.80648	0.66336	1.25511	1.08761	1.10E-05	1.10E-05	1.10E-05
														
EXP 5														
epoch	time	train/box_loss	train/cls_loss	train/dfl_loss	metrics/precision(B)	metrics/recall(B)	metrics/mAP50(B)	metrics/mAP50-95(B)	val/box_loss	val/cls_loss	val/dfl_loss	lr/pg0	lr/pg1	lr/pg2
1	161.571	2.82253	14.1402	2.60838	0.56853	0.13288	0.10002	0.04878	2.07897	10.4714	2.48578	0.000332821	0.000332821	0.0670507
2	312.439	2.01472	9.6755	1.95736	0.39398	0.2893	0.15705	0.08878	1.79021	15.5174	2.33421	0.000665504	0.000665504	0.03405
3	459.575	1.80645	8.28609	1.75234	0.47817	0.24737	0.28139	0.15636	1.80958	8.43412	2.29507	0.000995587	0.000995587	0.00104679
4	607.39	1.7055	7.41149	1.67219	0.53712	0.37307	0.41356	0.2472	1.62894	5.81753	2.16756	0.000991232	0.000991232	0.000991232
5	753.856	1.63967	6.7565	1.60673	0.63575	0.37583	0.45661	0.26986	1.59143	5.54816	2.10414	0.000984449	0.000984449	0.000984449
6	900.298	1.59765	6.33161	1.57512	0.58898	0.48731	0.53866	0.31473	1.51437	5.28618	2.0739	0.000975773	0.000975773	0.000975773
7	1047.09	1.53603	5.91331	1.53191	0.64133	0.45237	0.55227	0.34575	1.46769	4.7898	2.01694	0.000965239	0.000965239	0.000965239
8	1193.07	1.51206	5.6113	1.50395	0.59528	0.60517	0.63281	0.39856	1.41602	4.6012	2.02039	0.000952889	0.000952889	0.000952889
9	1339.97	1.48754	5.38927	1.49888	0.57793	0.66613	0.68675	0.47536	1.24757	3.84259	1.86692	0.000938772	0.000938772	0.000938772
10	1486.71	1.45791	5.13741	1.47338	0.72693	0.55845	0.70764	0.44251	1.40718	4.16131	1.94162	0.000922942	0.000922942	0.000922942
11	1632.79	1.43058	4.90056	1.45166	0.67613	0.66359	0.75608	0.49517	1.30832	3.75913	1.87586	0.000905463	0.000905463	0.000905463
12	1779.09	1.41783	4.81025	1.44602	0.69643	0.68956	0.76702	0.49068	1.29973	3.7157	1.85379	0.000886404	0.000886404	0.000886404
13	1926.54	1.38797	4.63508	1.41739	0.76948	0.69616	0.78002	0.48573	1.42824	3.39068	1.92236	0.000865839	0.000865839	0.000865839
14	2073.43	1.37937	4.46565	1.40685	0.78459	0.75109	0.82532	0.56502	1.26608	3.13882	1.80182	0.000843851	0.000843851	0.000843851
15	2220.58	1.36299	4.36794	1.3897	0.7807	0.73347	0.81924	0.5652	1.2042	3.10636	1.75985	0.000820525	0.000820525	0.000820525
16	2367.27	1.33347	4.25714	1.37428	0.7764	0.74604	0.84721	0.57411	1.15119	2.90284	1.70875	0.000795954	0.000795954	0.000795954
17	2513.7	1.32664	4.18914	1.37521	0.8128	0.77218	0.8491	0.55472	1.3347	2.86526	1.81379	0.000770234	0.000770234	0.000770234
18	2659.72	1.29821	4.05283	1.35447	0.79858	0.7905	0.86861	0.60375	1.15022	2.84707	1.70719	0.000743468	0.000743468	0.000743468
19	2807.13	1.28056	4.06131	1.34078	0.80733	0.77119	0.86937	0.64575	1.03524	2.70008	1.61665	0.000715761	0.000715761	0.000715761
20	2952.74	1.25107	3.9224	1.31783	0.83131	0.76257	0.85397	0.63186	1.03345	2.57162	1.58538	0.000687222	0.000687222	0.000687222
21	3100.29	1.24866	3.84979	1.31738	0.8252	0.80868	0.88466	0.6311	1.16794	2.6718	1.68837	0.000657963	0.000657963	0.000657963
22	3247.77	1.23414	3.80051	1.3108	0.81264	0.83159	0.89647	0.65427	1.06231	2.42291	1.60134	0.000628101	0.000628101	0.000628101
23	3394.33	1.21608	3.6762	1.29427	0.81618	0.84362	0.88731	0.64988	1.0766	2.50739	1.59433	0.000597754	0.000597754	0.000597754
24	3541.92	1.20099	3.63898	1.28598	0.79634	0.87487	0.91264	0.68899	0.99445	2.32304	1.5816	0.00056704	0.00056704	0.00056704
25	3689.74	1.19185	3.5331	1.28585	0.85362	0.8405	0.91573	0.64196	1.12491	2.39711	1.65292	0.000536081	0.000536081	0.000536081
26	3838.73	1.18099	3.49749	1.26986	0.85393	0.85078	0.90692	0.67648	0.97387	2.27861	1.53231	0.000505	0.000505	0.000505
27	3988.3	1.17205	3.42674	1.26177	0.83286	0.86163	0.92289	0.68756	1.05129	2.19261	1.581	0.000473919	0.000473919	0.000473919
28	4139.62	1.15319	3.276	1.25139	0.85554	0.85985	0.90848	0.67436	1.04345	2.18072	1.56881	0.00044296	0.00044296	0.00044296
29	4290.02	1.14359	3.2934	1.24607	0.84407	0.87858	0.92374	0.70866	0.92775	2.07685	1.48728	0.000412246	0.000412246	0.000412246
30	4441.16	1.12561	3.21448	1.23077	0.85585	0.90734	0.92872	0.67086	1.06946	2.14454	1.57156	0.000381899	0.000381899	0.000381899
31	4591.44	1.11658	3.14317	1.22987	0.87215	0.87854	0.93004	0.71391	0.92317	2.02825	1.47049	0.000352037	0.000352037	0.000352037
32	4737.65	1.11716	3.13189	1.22276	0.9088	0.84921	0.92913	0.67472	1.09257	2.04984	1.58568	0.000322778	0.000322778	0.000322778
33	4884.65	1.09853	3.05828	1.21255	0.90548	0.86416	0.9332	0.7038	0.97557	1.99634	1.49289	0.000294239	0.000294239	0.000294239
34	5036.44	1.08327	3.02645	1.19553	0.88116	0.87947	0.93321	0.70528	0.95123	1.92258	1.45808	0.000266532	0.000266532	0.000266532
35	5182.13	1.07765	2.97224	1.19814	0.88608	0.87209	0.93113	0.71481	0.91935	1.93239	1.43061	0.000239766	0.000239766	0.000239766
36	5327.06	1.07625	2.93427	1.198	0.85918	0.90212	0.93539	0.70672	0.96891	1.87962	1.47056	0.000214046	0.000214046	0.000214046
37	5471.93	1.04603	2.87691	1.18295	0.88527	0.8889	0.93496	0.71605	0.93614	1.80866	1.4435	0.000189475	0.000189475	0.000189475
38	5617.09	1.04153	2.84117	1.17155	0.9054	0.89676	0.93462	0.73309	0.85813	1.70915	1.38085	0.000166149	0.000166149	0.000166149
39	5763.14	1.03696	2.81602	1.17453	0.88952	0.89456	0.9377	0.73215	0.9306	1.78922	1.43877	0.000144161	0.000144161	0.000144161
40	5909.37	1.03187	2.77647	1.17061	0.90716	0.89762	0.94698	0.72992	0.9306	1.73558	1.43679	0.000123596	0.000123596	0.000123596
41	6085.89	0.88472	2.00825	1.15454	0.90401	0.88121	0.93514	0.73951	0.86276	1.69274	1.37713	0.000104537	0.000104537	0.000104537
42	6230.1	0.86694	1.94206	1.1384	0.90481	0.88085	0.93313	0.73118	0.87072	1.65559	1.38313	8.71E-05	8.71E-05	8.71E-05
43	6374.96	0.867	1.90464	1.13699	0.87995	0.88252	0.9162	0.71831	0.86009	1.95603	1.37666	7.12E-05	7.12E-05	7.12E-05
44	6520.3	0.85966	1.88401	1.12954	0.88972	0.87863	0.9185	0.72051	0.86628	1.80724	1.37485	5.71E-05	5.71E-05	5.71E-05
45	6665.76	0.8475	1.88472	1.13318	0.82366	0.87926	0.86334	0.68072	0.84093	2.73387	1.36816	4.48E-05	4.48E-05	4.48E-05
46	6812.27	0.84327	1.86354	1.12711	0.83721	0.8789	0.86643	0.68256	0.84919	2.55741	1.37079	3.42E-05	3.42E-05	3.42E-05
